,name of company,college name,region,year
338,Networks Marvels,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
339,Nitco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
340,NSE IT,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
341,NSG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
342,Nucsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
343,Open Source Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
344,Oracle Financial Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
345,P Mech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
346,Paramatrix,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
347,PC Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
348,PEOL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
349,Persistant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
350,Polaris,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
351,Polycab,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
352,Posist Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
353,Predoole Analytics Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
354,Protech Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
355,Protegrity,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
356,Prototech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
357,Q Factor Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
358,QAD India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
359,Quality Kiosk,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
360,Quess Corp Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
361,Quinnox Consultancy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
362,Rave Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
363,Reliance Jio,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
364,Reliance Retail,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
365,Rendered Ideas Softgame Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
366,Rustomjee Group,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
367,Sanmar Engineering,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
368,Savair Energy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
369,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
370,Schwing Stetter Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
371,Seclore,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
372,Selec Controls,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
373,Sevcon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
374,Sika India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
375,SoGo Survey,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
376,Spare Code Consulting,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
377,Squad Infotech (Travelex India),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
378,Swan Solutions & Services Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
379,Symec Engineers (Off. C),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
380,Syntel,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
381,Syntrosys,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
382,Tata AIG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
383,TCS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
384,Tech Mahindra,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
385,Technopet Machineries,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
386,Tesseract Consulting Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
387,Thirdware Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
388,Trident,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
389,Tubestar Oil and Gas Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
390,Tubester,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
391,Tudip Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
392,Tulp Corp Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
393,Ugam Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
394,Unimix Equipment Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
395,VACS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
396,Vedant Dyestuffs Intermediates Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
397,Verchaska Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
398,Virtela,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
399,Vistaar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
400,Viteos,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
401,VVF Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
402,Wipro Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
403,WNS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
404,XL Dynamics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
405,Zenith System Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
406,Zensar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
407,Zeus Learning,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
408,ZTE,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
409,3DPLM Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
410,3i-infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
411,A Forserve Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
412,Accel Frontline,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
413,Acty Systems,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
414,Advance Computer Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
415,AG Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
416,Allerin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
417,Amazon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
418,Amdoc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
419,Angha Engineer,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
420,Ariston Capital,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
421,Asawa Insulation Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
422,Atidan Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
423,Atos Origin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
424,Bajaj Allianz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
425,Balmer Lawrie,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
426,Bently India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
427,Bitwise,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
428,Bosch,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
429,BridgeLabz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
430,Canon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
431,Capgemini,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
432,Chembond Chemicals Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
433,Clear Secured Servises Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
434,Clover Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
435,CMC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
436,CMI FPE Limited,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
437,CMSS Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
438,Cognizant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
439,Continum,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
440,Control Print,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
441,Corning Owens,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
442,Distinctive Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
443,Eborn Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
444,Eclerx,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
445,Emco Engg.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
446,Enzigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
447,Ericsson,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
448,Expert Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
449,EZ-XBRL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
450,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
451,Financial Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
452,Find Fact Innovatio Centre,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
453,Fino Paytech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
454,Fortune Cars Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
455,GEP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
456,Global Cloud Exchange,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
457,Global Space Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
458,Godrej InfoTech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
459,HCL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
460,Hettich India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
461,Hexaware Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
462,HFCL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
463,HP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
464,HSBC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
465,IBM,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
466,IDBI Intech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
467,IFB,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
468,IGate,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
469,Indian Navy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
470,Indus Tower,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
471,Infinite Computing System,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
472,Infogain Coorporation,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
473,Inscript,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
474,IT Source Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
475,ITTI,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
476,Just Dial,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
477,Kiron Hydraulics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
478,Kpit Cummins,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
479,L&T Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
480,L&T Tech Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
481,Logixal,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
482,Mahindra First Choice,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
483,Mahindra Sanyo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
484,Majesco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
485,MAQ Software,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
486,Media.Net,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
487,Merce Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
488,Merilent Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
489,Microsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
490,Miles Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
491,Mindcraft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
492,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
493,Mindgate Solutions Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
494,Mirraw Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
495,Mirraw (pool),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
496,Mitsubishi,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
497,Mouthshut.com,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
498,mphasis,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
499,Mu sigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
500,Neeyamo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
501,Nelito,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
502,Net Magic Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
503,Networks Marvels,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
504,Nitco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
505,NSE IT,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
506,NSG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
507,Nucsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
508,Open Source Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
509,Oracle Financial Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
510,P Mech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
511,Paramatrix,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
512,PC Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
513,PEOL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
514,Persistant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
515,Polaris,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
516,Polycab,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
517,Posist Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
518,Predoole Analytics Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
519,Protech Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
520,Protegrity,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
521,Prototech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
522,Q Factor Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
523,QAD India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
524,Quality Kiosk,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
525,Quess Corp Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
526,Quinnox Consultancy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
527,Rave Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
528,Reliance Jio,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
529,Reliance Retail,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
530,Rendered Ideas Softgame Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
531,Rustomjee Group,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
532,Sanmar Engineering,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
533,Savair Energy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
534,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
535,Schwing Stetter Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
536,Seclore,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
537,Selec Controls,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
538,Sevcon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
539,Sika India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
540,SoGo Survey,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
541,Spare Code Consulting,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
542,Squad Infotech (Travelex India),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
543,Swan Solutions & Services Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
544,Symec Engineers (Off. C),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
545,Syntel,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
546,Syntrosys,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
547,Tata AIG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
548,TCS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
549,Tech Mahindra,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
550,Technopet Machineries,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
551,Tesseract Consulting Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
552,Thirdware Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
553,Trident,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
554,Tubestar Oil and Gas Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
555,Tubester,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
556,Tudip Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
557,Tulp Corp Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
558,Ugam Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
559,Unimix Equipment Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
560,VACS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
561,Vedant Dyestuffs Intermediates Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
562,Verchaska Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
563,Virtela,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
564,Vistaar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
565,Viteos,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
566,VVF Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
567,Wipro Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
568,WNS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
569,XL Dynamics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
570,Zenith System Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
571,Zensar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
572,Zeus Learning,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
573,ZTE,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
574,Accenture,Thakur College of Engineering and Technology,Mumbai,2018
575,Aegis,Thakur College of Engineering and Technology,Mumbai,2018
576,Amdocs,Thakur College of Engineering and Technology,Mumbai,2018
577,Ariston Capital,Thakur College of Engineering and Technology,Mumbai,2018
578,ARK Technosolutions,Thakur College of Engineering and Technology,Mumbai,2018
579,Atos Origin,Thakur College of Engineering and Technology,Mumbai,2018
580,Bewakoof.com,Thakur College of Engineering and Technology,Mumbai,2018
581,Blobcity,Thakur College of Engineering and Technology,Mumbai,2018
582,Business Access(India)Pvt Ltd.,Thakur College of Engineering and Technology,Mumbai,2018
583,Capgemini,Thakur College of Engineering and Technology,Mumbai,2018
584,Carwale.com,Thakur College of Engineering and Technology,Mumbai,2018
585,CMSS,Thakur College of Engineering and Technology,Mumbai,2018
586,Credence,Thakur College of Engineering and Technology,Mumbai,2018
587,CRMNEXT,Thakur College of Engineering and Technology,Mumbai,2018
588,CyberTech Systems & Software Ltd.,Thakur College of Engineering and Technology,Mumbai,2018
589,Datamatics,Thakur College of Engineering and Technology,Mumbai,2018
590,Direct-I,Thakur College of Engineering and Technology,Mumbai,2018
591,Drishtant Services,Thakur College of Engineering and Technology,Mumbai,2018
592,eClinic,Thakur College of Engineering and Technology,Mumbai,2018
593,Ekraft,Thakur College of Engineering and Technology,Mumbai,2018
594,ElECTROLAB (India)Pvt. Ltd.,Thakur College of Engineering and Technology,Mumbai,2018
595,Exa India,Thakur College of Engineering and Technology,Mumbai,2018
596,flexiventure Pvt.Ltd.,Thakur College of Engineering and Technology,Mumbai,2018
597,Focus Group,Thakur College of Engineering and Technology,Mumbai,2018
598,GE Energy,Thakur College of Engineering and Technology,Mumbai,2018
599,Godrej Infotech,Thakur College of Engineering and Technology,Mumbai,2018
600,Hexaware Technologies,Thakur College of Engineering and Technology,Mumbai,2018
601,HP,Thakur College of Engineering and Technology,Mumbai,2018
602,HSBC GTL,Thakur College of Engineering and Technology,Mumbai,2018
603,IBM,Thakur College of Engineering and Technology,Mumbai,2018
604,ICICI Securities,Thakur College of Engineering and Technology,Mumbai,2018
605,IGATE,Thakur College of Engineering and Technology,Mumbai,2018
606,IMRB,Thakur College of Engineering and Technology,Mumbai,2018
607,In solution Global,Thakur College of Engineering and Technology,Mumbai,2018
608,InBetween IT Service,Thakur College of Engineering and Technology,Mumbai,2018
609,Indian Airforce,Thakur College of Engineering and Technology,Mumbai,2018
610,Indian Army,Thakur College of Engineering and Technology,Mumbai,2018
611,Infiniti Software Solutions,Thakur College of Engineering and Technology,Mumbai,2018
612,Infosys,Thakur College of Engineering and Technology,Mumbai,2018
613,Intarvo,Thakur College of Engineering and Technology,Mumbai,2018
614,"Konica Minlolta, Japan",Thakur College of Engineering and Technology,Mumbai,2018
615,KPIT Cummins,Thakur College of Engineering and Technology,Mumbai,2018
616,L & T Infotech,Thakur College of Engineering and Technology,Mumbai,2018
617,Mahindra & Mahindra,Thakur College of Engineering and Technology,Mumbai,2018
618,MAQ Softwares,Thakur College of Engineering and Technology,Mumbai,2018
619,Mastek,Thakur College of Engineering and Technology,Mumbai,2018
620,Media.net( Direct-I),Thakur College of Engineering and Technology,Mumbai,2018
621,Milestone Softwares,Thakur College of Engineering and Technology,Mumbai,2018
622,MRVC,Thakur College of Engineering and Technology,Mumbai,2018
623,Mu Sigma,Thakur College of Engineering and Technology,Mumbai,2018
624,Neebal Tech,Thakur College of Engineering and Technology,Mumbai,2018
625,NeoSOFT,Thakur College of Engineering and Technology,Mumbai,2018
626,NESA,Thakur College of Engineering and Technology,Mumbai,2018
627,NewGen,Thakur College of Engineering and Technology,Mumbai,2018
628,NSE Infotech,Thakur College of Engineering and Technology,Mumbai,2018
629,NSE IT,Thakur College of Engineering and Technology,Mumbai,2018
630,"NTT Communication Corporation, Japan",Thakur College of Engineering and Technology,Mumbai,2018
631,Oracle,Thakur College of Engineering and Technology,Mumbai,2018
632,Oracle Financial Services,Thakur College of Engineering and Technology,Mumbai,2018
633,OSP Labs,Thakur College of Engineering and Technology,Mumbai,2018
634,P2S Info Systems,Thakur College of Engineering and Technology,Mumbai,2018
635,Persistent Systems,Thakur College of Engineering and Technology,Mumbai,2018
636,Polaris,Thakur College of Engineering and Technology,Mumbai,2018
637,Prama Hikvision India,Thakur College of Engineering and Technology,Mumbai,2018
638,Pykih,Thakur College of Engineering and Technology,Mumbai,2018
639,Quinnox,Thakur College of Engineering and Technology,Mumbai,2018
640,Row-2,Thakur College of Engineering and Technology,Mumbai,2018
641,RTUL,Thakur College of Engineering and Technology,Mumbai,2018
642,Seclore,Thakur College of Engineering and Technology,Mumbai,2018
643,Siddhi Diamonds,Thakur College of Engineering and Technology,Mumbai,2018
644,Syselec	,Thakur College of Engineering and Technology,Mumbai,2018
645,Systenics Solutions,Thakur College of Engineering and Technology,Mumbai,2018
646,Tera Data,Thakur College of Engineering and Technology,Mumbai,2018
647,Tata Communications,Thakur College of Engineering and Technology,Mumbai,2018
648,Tech Mahindra Business Services,Thakur College of Engineering and Technology,Mumbai,2018
649,Tech-Mahindra,Thakur College of Engineering and Technology,Mumbai,2018
650,TEOCO,Thakur College of Engineering and Technology,Mumbai,2018
651,Tera Data,Thakur College of Engineering and Technology,Mumbai,2018
652,Test Funda.com (Zeus Learning System),Thakur College of Engineering and Technology,Mumbai,2018
653,TIBCO Software India Pvt.Ltd.,Thakur College of Engineering and Technology,Mumbai,2018
654,Tunewell,Thakur College of Engineering and Technology,Mumbai,2018
655,Unikaihatsu,Thakur College of Engineering and Technology,Mumbai,2018
656,Vistex,Thakur College of Engineering and Technology,Mumbai,2018
657,Webexpress,Thakur College of Engineering and Technology,Mumbai,2018
658,Webonise Lab,Thakur College of Engineering and Technology,Mumbai,2018
659,Wegilant,Thakur College of Engineering and Technology,Mumbai,2018
660,Wisdm Labs,Thakur College of Engineering and Technology,Mumbai,2018
661,"Work Applications, Japan",Thakur College of Engineering and Technology,Mumbai,2018
662,Xtreme Media,Thakur College of Engineering and Technology,Mumbai,2018
663,Yodlee,Thakur College of Engineering and Technology,Mumbai,2018
664,Zarca Group,Thakur College of Engineering and Technology,Mumbai,2018
665,Zycus,Thakur College of Engineering and Technology,Mumbai,2018
666,Capgemeni,Xavier Institute of Engineering,Mumbai,2018
667,Infosys,Xavier Institute of Engineering,Mumbai,2018
668,Atos,Xavier Institute of Engineering,Mumbai,2018
669,L&T; Infotech,Xavier Institute of Engineering,Mumbai,2018
670,Toppr.com,Xavier Institute of Engineering,Mumbai,2018
671,BNP,Xavier Institute of Engineering,Mumbai,2018
672,Byju's,Xavier Institute of Engineering,Mumbai,2018
673,eClinicalWorks,Xavier Institute of Engineering,Mumbai,2018
674,Alpha Plus,Xavier Institute of Engineering,Mumbai,2018
675,Vistaar,Xavier Institute of Engineering,Mumbai,2018
676,Seclore,Xavier Institute of Engineering,Mumbai,2018
677,Bitwise,Xavier Institute of Engineering,Mumbai,2018
678,Zycus,Xavier Institute of Engineering,Mumbai,2018
679,Mouthshut.com,Xavier Institute of Engineering,Mumbai,2018
680,Reliance Jio,Xavier Institute of Engineering,Mumbai,2018
681,Zeus Learning,Xavier Institute of Engineering,Mumbai,2018
682,V2S Tech,Xavier Institute of Engineering,Mumbai,2018
683,L&T; Infotech,Xavier Institute of Engineering,Mumbai,2018
684,Atos,Xavier Institute of Engineering,Mumbai,2018
685,Qspider,Xavier Institute of Engineering,Mumbai,2018
686,CapGemini,Xavier Institute of Engineering,Mumbai,2018
687,Zycus,Xavier Institute of Engineering,Mumbai,2018
688,BNP Paribas,Xavier Institute of Engineering,Mumbai,2018
689,eClinicalWorks,Xavier Institute of Engineering,Mumbai,2018
690,NSE IT,Xavier Institute of Engineering,Mumbai,2018
691,Endurance,Xavier Institute of Engineering,Mumbai,2018
692,Hexaware,Xavier Institute of Engineering,Mumbai,2018
693,Vistaar,Xavier Institute of Engineering,Mumbai,2018
694,Xoriant,Xavier Institute of Engineering,Mumbai,2018
695,BNED Loud cloud,Xavier Institute of Engineering,Mumbai,2018
696,Hunter Lab,Xavier Institute of Engineering,Mumbai,2018
697,Amazon Web Services,Xavier Institute of Engineering,Mumbai,2018
698,Board Infinity,Xavier Institute of Engineering,Mumbai,2018
699,Network 18,Xavier Institute of Engineering,Mumbai,2018
700,Alpha Plus,Xavier Institute of Engineering,Mumbai,2018
701,Thirdware,Xavier Institute of Engineering,Mumbai,2018
702,Acrotrend,Xavier Institute of Engineering,Mumbai,2018
703,QAD,Xavier Institute of Engineering,Mumbai,2018
704,Pepperfry,Xavier Institute of Engineering,Mumbai,2018
